173688;A_SUBMITTED;COMPLETE;112;2011-10-01 00:38:44
173688;A_PARTLYSUBMITTED;COMPLETE;112;2011-10-01 00:38:44
173688;A_PREACCEPTED;COMPLETE;112;2011-10-01 00:39:37
173688;W_Completeren aanvraag;SCHEDULE;112;2011-10-01 00:39:38
173688;W_Completeren aanvraag;START;;2011-10-01 11:36:46
173688;A_ACCEPTED;COMPLETE;10862;2011-10-01 11:42:43
173688;O_SELECTED;COMPLETE;10862;2011-10-01 11:45:09
173688;A_FINALIZED;COMPLETE;10862;2011-10-01 11:45:09
173688;O_CREATED;COMPLETE;10862;2011-10-01 11:45:11
173688;O_SENT;COMPLETE;10862;2011-10-01 11:45:11
173688;W_Nabellen offertes;SCHEDULE;;2011-10-01 11:45:11
173688;W_Completeren aanvraag;COMPLETE;;2011-10-01 11:45:13
173688;W_Nabellen offertes;START;;2011-10-01 12:15:41
173688;W_Nabellen offertes;COMPLETE;;2011-10-01 12:17:08
173688;W_Nabellen offertes;START;10913;2011-10-08 16:26:57
173688;W_Nabellen offertes;COMPLETE;10913;2011-10-08 16:32:00
173688;W_Nabellen offertes;START;11049;2011-10-10 11:32:22
173688;O_SENT_BACK;COMPLETE;11049;2011-10-10 11:33:03
173688;W_Valideren aanvraag;SCHEDULE;11049;2011-10-10 11:33:04
173688;W_Nabellen offertes;COMPLETE;11049;2011-10-10 11:33:05
173688;W_Valideren aanvraag;START;10629;2011-10-13 10:05:26
173688;A_REGISTERED;COMPLETE;10629;2011-10-13 10:37:29
173688;A_APPROVED;COMPLETE;10629;2011-10-13 10:37:29
173688;O_ACCEPTED;COMPLETE;10629;2011-10-13 10:37:29
173688;A_ACTIVATED;COMPLETE;10629;2011-10-13 10:37:29
173688;W_Valideren aanvraag;COMPLETE;10629;2011-10-13 10:37:37
